transaction_id,sender_account,receiver_account,beneficiary_id,device_id,transaction_type,transaction_direction,transaction_channel,amount,balance_before,balance_after,transaction_status,remarks,merchant_category,latitude,longitude,location_radius_km,transaction_hour,is_new_beneficiary,is_night_transaction,transaction_velocity,otp_attempts,failed_auth_attempts,risk_score,risk_level,ml_prediction,transaction_time
9206,159640874429,958559791905,153,1578,POS Purchase,Credit,Hardware Token,90123.11,17774.61,107897.72,Success,Dass-Bora,Utilities,13.0827,80.2707,319.85,21,0,0,7.09,2,2,0.57,Medium,Medium,2025-11-13 21:38:28
9207,682076565659,475535831054,1491,1238,Bill Payment,Credit,ATM,41535.34,488431.49,529966.83,Failed,Halder-Pant,Food,28.7041,77.1025,323.48,9,0,0,46.06,0,2,0.67,Medium,Medium,2026-05-07 09:20:43
9208,769087729200,483832927578,656,602,RTGS,Debit,Hardware Token,60280.0,237951.73,177671.73,Success,Venkataraman-Master,Utilities,17.385,78.4867,659.21,23,1,0,16.03,1,0,0.82,High,High,2026-02-24 23:02:22
9209,677352636037,726329886849,1015,2010,POS Purchase,Credit,ATM,29027.68,66328.07,95355.75,Success,Hayre PLC,Food,17.385,78.4867,635.97,4,0,0,40.49,1,1,0.63,Medium,Medium,2025-10-28 04:21:06
9210,639035170711,641392137582,986,997,ATM,Credit,Mobile App,522.71,27323.86,27846.57,Success,"Joshi, Mani and Narain",Utilities,28.7041,77.1025,557.17,7,0,0,27.69,3,0,0.01,Low,Low,2025-08-09 07:18:38
9211,171616977712,926757659218,2718,1149,RTGS,Credit,Hardware Token,54275.29,206282.66,260557.95,Failed,Venkataraman Ltd,Healthcare,18.5204,73.8567,683.99,8,1,0,11.0,2,2,1.0,High,High,2026-04-20 08:41:14
9212,502526427331,315025795827,3208,659,ATM,Debit,ATM,33596.67,350743.14,317146.47000000000,Success,Dora Group,Investment,17.385,78.4867,266.86,16,1,0,6.1,0,0,0.52,Medium,Medium,2025-11-11 16:22:06
9213,910928004125,431473232193,1037,1326,NEFT,Credit,USSD,7404.82,248906.25,256311.07,Failed,Nath-Chaudhari,Utilities,17.385,78.4867,892.37,1,1,1,31.25,2,1,0.52,Medium,Medium,2025-10-23 01:47:26
9214,886022165341,986841054362,32,577,POS Purchase,Debit,Net Banking,56951.92,31267.09,-25684.830000000000,Success,"Nigam, Dutta and Badami",Food,22.5726,88.3639,103.63,8,1,0,34.32,1,1,0.12,Low,Low,2025-09-07 08:29:11
9215,217883110967,487206922949,232,1458,IMPS,Credit,Hardware Token,129371.13,209104.6,338475.73,Success,Cherian-Issac,Shopping,28.7041,77.1025,863.45,1,1,1,47.79,3,2,0.65,Medium,Medium,2025-12-25 01:28:27
9216,965270126493,197386113011,616,685,UPI,Debit,Hardware Token,90338.72,68552.7,-21786.020000000000,Failed,Kapoor-Bhargava,Food,28.7041,77.1025,485.44,7,1,0,32.2,1,1,0.54,Medium,Medium,2026-04-13 07:04:57
9217,116181230605,566107898254,2835,416,ATM,Credit,Net Banking,59334.07,39453.16,98787.23000000000,Success,Goswami Inc,Gaming,28.7041,77.1025,466.65,4,0,0,18.03,2,0,0.2,Low,Low,2025-06-25 04:03:44
9218,157839746231,962544585892,3411,188,UPI,Debit,Hardware Token,69433.08,237620.41,168187.33000000000,Failed,"Srivastava, Bhatt and Bakshi",Healthcare,17.385,78.4867,921.89,17,1,0,14.96,0,2,0.42,Medium,Medium,2025-06-07 17:06:20
9219,252023070807,648827159916,1903,1858,RTGS,Debit,Mobile App,76599.99,410857.6,334257.61,Success,Mangal-Oak,Investment,19.076,72.8777,286.76,10,1,0,19.07,0,2,0.83,High,High,2025-06-19 10:22:21
9220,213747595755,254722904915,2706,1094,RTGS,Debit,Mobile App,104957.56,342664.62,237707.06,Failed,"Menon, Mistry and Rajagopal",Utilities,18.5204,73.8567,992.49,21,1,0,6.63,3,0,0.8,High,High,2025-07-09 21:03:48
9221,893662051391,965472476976,3351,1507,UPI,Credit,ATM,122673.14,120935.77,243608.91,Success,Kar LLC,Gaming,13.0827,80.2707,615.95,10,0,0,35.13,0,1,0.73,High,High,2025-11-22 10:08:50
9222,936248085458,645809084193,1754,1366,NEFT,Credit,Mobile App,11246.03,479465.37,490711.4,Failed,Nayar-Lad,Travel,28.7041,77.1025,297.49,21,1,0,31.75,2,0,0.06,Low,Low,2025-06-03 21:08:19
9223,333370003364,734089258921,1511,1842,NEFT,Credit,Mobile App,126523.97,129463.23,255987.2,Failed,Narang Group,Shopping,19.076,72.8777,471.05,18,1,0,34.54,0,0,0.29,Low,Low,2025-07-29 18:32:02
9224,533671755735,440479853085,1138,1122,NEFT,Credit,Hardware Token,104747.21,341968.5,446715.71,Success,Bali and Sons,Healthcare,13.0827,80.2707,269.61,16,0,0,3.49,2,2,0.56,Medium,Medium,2026-02-23 16:09:36
9225,624833811467,206759190417,2923,1955,UPI,Debit,Mobile App,26021.06,26897.1,876.0399999999970,Failed,Borah PLC,Healthcare,28.7041,77.1025,452.59,17,1,0,36.68,3,0,0.58,Medium,Medium,2025-09-05 17:44:51
9226,501925406495,865531663270,277,1446,Bill Payment,Debit,Mobile App,18039.13,156650.01,138610.88,Success,"Mandal, Swamy and Master",Investment,18.5204,73.8567,910.25,0,0,1,18.63,3,0,0.28,Low,Low,2025-08-13 00:26:45
9227,381420914868,984910008098,1135,299,IMPS,Credit,Net Banking,117033.58,407664.56,524698.14,Success,Tripathi LLC,Investment,19.076,72.8777,114.61,11,1,0,27.12,0,0,0.39,Low,Low,2025-12-01 11:50:11
9228,400438750694,142804410372,3181,1416,ATM,Debit,Hardware Token,58329.41,161004.83,102675.42000000000,Failed,"Jain, Bhat and Samra",Shopping,18.5204,73.8567,105.66,5,0,0,20.65,3,0,1.0,High,High,2025-11-17 05:05:20
9229,180049649076,522750338280,2422,144,POS Purchase,Credit,Mobile App,28651.77,65416.14,94067.91,Failed,"Prashad, Varkey and Randhawa",Travel,28.7041,77.1025,961.17,12,0,0,10.3,1,0,0.56,Medium,Medium,2025-07-21 12:10:10
9230,902389971221,909120402060,216,1920,RTGS,Credit,ATM,123409.99,19953.58,143363.57,Failed,Warrior LLC,Food,12.9716,77.5946,194.65,16,1,0,23.34,0,2,0.4,Medium,Medium,2025-06-17 16:56:04
9231,158096279983,325330286033,937,1072,NEFT,Credit,USSD,68698.96,31823.36,100522.32,Success,Bali-Tank,Gaming,17.385,78.4867,802.91,6,0,0,41.95,2,0,0.82,High,High,2025-09-26 06:36:36
9232,178828150946,472010125869,2994,1357,Bill Payment,Credit,Net Banking,107804.43,142723.66,250528.09,Success,Kale and Sons,Food,13.0827,80.2707,731.15,13,1,0,11.84,3,0,0.37,Low,Low,2025-06-29 13:37:35
9233,188344285959,106271216673,1130,1766,RTGS,Debit,USSD,21967.48,403305.9,381338.42000000000,Failed,Grewal Ltd,Healthcare,19.076,72.8777,382.77,11,0,0,13.7,1,1,0.11,Low,Low,2025-08-07 11:52:13
9234,738445584767,950974434851,285,233,POS Purchase,Credit,Hardware Token,111780.93,187273.71,299054.64,Failed,"Gara, Karpe and Nagi",Utilities,13.0827,80.2707,638.29,20,0,0,16.86,3,1,0.18,Low,Low,2025-06-01 20:33:05
9235,215091690889,519353504482,1432,1903,IMPS,Credit,Hardware Token,30644.35,411107.07,441751.42,Success,Dada Inc,Utilities,13.0827,80.2707,825.57,20,0,0,45.3,2,2,0.97,High,High,2026-04-01 20:11:41
9236,682828480893,208305349419,2651,469,NEFT,Credit,Net Banking,114031.77,362852.35,476884.12,Success,"Bhasin, Murthy and Kant",Utilities,28.7041,77.1025,328.96,10,0,0,31.65,3,0,0.06,Low,Low,2025-11-30 10:06:03
9237,338609913027,989847753957,1780,297,UPI,Credit,Hardware Token,77467.73,422805.77,500273.5,Success,Sani-Jha,Investment,28.7041,77.1025,277.82,8,0,0,13.97,2,2,0.3,Low,Low,2026-04-01 08:14:44
9238,408135669972,688866272880,351,778,RTGS,Credit,ATM,86329.58,47965.4,134294.98,Failed,Borah LLC,Utilities,22.5726,88.3639,328.88,13,1,0,10.3,1,1,0.15,Low,Low,2025-06-08 13:11:00
9239,432854431322,552547205685,3106,708,IMPS,Credit,USSD,140452.12,190897.11,331349.23,Success,Dass Group,Food,18.5204,73.8567,26.68,4,0,0,35.91,1,1,0.47,Medium,Medium,2026-02-15 04:01:36
9240,171513489203,165615062203,857,976,IMPS,Credit,USSD,52342.72,413361.33,465704.05000000000,Success,"Sane, Tailor and Chaudhary",Gaming,22.5726,88.3639,866.01,22,1,0,5.8,2,0,1.0,High,High,2025-06-22 22:46:29
9241,787895778436,596380260825,1390,1220,ATM,Debit,ATM,5757.61,426837.05,421079.44,Failed,"Kalita, Atwal and Bassi",Food,18.5204,73.8567,823.17,13,0,0,37.94,3,2,0.3,Low,Low,2025-07-15 13:58:13
9242,973357187657,329598116358,2862,869,UPI,Credit,Net Banking,25180.69,300373.01,325553.7,Failed,"Hayre, Nazareth and Nair",Travel,28.7041,77.1025,951.84,22,0,0,26.63,0,0,0.52,Medium,Medium,2025-08-18 22:27:06
9243,856959122999,291680426639,2953,1293,NEFT,Credit,USSD,104826.17,200003.72,304829.89,Failed,Saini LLC,Travel,18.5204,73.8567,805.55,12,0,0,31.08,1,0,0.97,High,High,2026-04-15 12:10:29
9244,896707892023,121300843779,307,1251,IMPS,Credit,Mobile App,66678.13,327346.29,394024.42,Failed,"Chana, Rege and Jhaveri",Food,22.5726,88.3639,892.16,10,1,0,41.98,3,1,0.3,Low,Low,2025-05-12 10:58:55
9245,562881036568,531402637487,1049,1417,ATM,Debit,Net Banking,45995.06,448576.55,402581.49,Success,Tailor Inc,Food,13.0827,80.2707,898.11,8,1,0,7.08,3,0,0.71,High,High,2025-08-10 08:57:18
9246,379721949173,645260888136,2289,1842,POS Purchase,Debit,Mobile App,28212.76,464758.86,436546.1,Failed,Kuruvilla Group,Investment,12.9716,77.5946,764.18,15,1,0,27.88,2,1,0.52,Medium,Medium,2026-02-18 15:08:18
9247,999098003810,259386687216,1937,1641,Bill Payment,Credit,Mobile App,138025.15,87855.1,225880.25,Success,"Misra, Natarajan and Handa",Food,18.5204,73.8567,411.66,15,1,0,20.81,3,2,0.06,Low,Low,2025-08-18 15:08:07
9248,658162705933,826513786919,512,155,ATM,Credit,Hardware Token,76614.61,164871.97,241486.58000000000,Success,Saini-Chauhan,Utilities,12.9716,77.5946,86.68,2,1,1,5.09,3,0,0.14,Low,Low,2025-11-22 02:26:54
9249,935116341640,689867489035,168,140,UPI,Credit,ATM,72395.99,389290.41,461686.40000000000,Success,Sani-Baria,Shopping,13.0827,80.2707,70.88,5,0,0,37.84,0,0,0.37,Low,Low,2025-09-21 05:02:46
9250,852556358481,429628300782,205,1305,IMPS,Credit,USSD,143742.45,190038.36,333780.81,Failed,"Badal, Wali and Singhal",Travel,18.5204,73.8567,806.13,4,1,0,25.22,0,0,0.18,Low,Low,2026-02-12 04:25:35
9251,192117631786,135176761071,2017,1918,ATM,Credit,Hardware Token,82980.56,350257.68,433238.24,Success,"More, Ramakrishnan and Rajagopalan",Investment,22.5726,88.3639,706.0,20,0,0,23.99,3,0,0.72,High,High,2026-03-25 20:31:45
9252,899130637250,790587915675,657,734,NEFT,Credit,USSD,119338.65,266175.14,385513.79000000000,Failed,"Devan, Kohli and Deshmukh",Food,12.9716,77.5946,534.94,13,0,0,22.78,3,2,0.12,Low,Low,2026-01-18 13:54:44
9253,146976263620,692035198478,1433,813,ATM,Debit,Net Banking,98913.07,227779.98,128866.91,Failed,Mohanty-Kara,Utilities,13.0827,80.2707,962.79,10,0,0,39.34,0,0,0.85,High,High,2025-08-09 10:18:04
9254,632441670973,475164939861,142,67,IMPS,Debit,USSD,140.4,380557.27,380416.87,Success,Pathak PLC,Travel,18.5204,73.8567,449.22,20,1,0,42.21,0,1,0.84,High,High,2025-11-17 20:20:15
9255,188161316069,644498472613,3259,293,Bill Payment,Credit,Mobile App,114009.74,217124.98,331134.72000000000,Failed,"Sehgal, Dhillon and Nadkarni",Healthcare,12.9716,77.5946,60.8,20,0,0,34.4,3,1,0.4,Medium,Medium,2026-03-09 20:37:20
9256,581119868900,612496362524,3256,1778,ATM,Debit,USSD,142586.43,139738.2,-2848.2299999999800,Failed,Chowdhury PLC,Shopping,18.5204,73.8567,863.99,13,1,0,32.94,3,1,0.99,High,High,2025-12-16 13:30:59
9257,779695700877,514892975921,623,79,Bill Payment,Debit,Net Banking,136193.07,302273.65,166080.58000000000,Failed,Khanna-Gera,Investment,28.7041,77.1025,452.21,2,1,1,38.16,0,1,0.51,Medium,Medium,2025-12-08 02:04:54
9258,845641690741,797222770908,729,859,NEFT,Debit,ATM,126647.64,306674.11,180026.47000000000,Success,Loyal LLC,Gaming,13.0827,80.2707,223.69,4,0,0,18.69,2,1,0.14,Low,Low,2025-05-25 04:03:41
9259,211263616518,833146853503,1393,1283,UPI,Debit,Mobile App,71046.68,362788.21,291741.53,Success,"Chauhan, Wali and Swamy",Gaming,12.9716,77.5946,737.02,12,1,0,20.82,2,2,0.2,Low,Low,2026-03-03 12:05:21
9260,995044448913,700659966376,200,1099,Bill Payment,Credit,Net Banking,63701.62,109325.58,173027.2,Failed,Mane-D’Alia,Food,28.7041,77.1025,91.89,20,0,0,6.62,3,2,0.54,Medium,Medium,2026-01-27 20:11:10
9261,845090096245,658427466500,372,1069,NEFT,Debit,Mobile App,126322.56,68003.8,-58318.760000000000,Success,Sant LLC,Utilities,12.9716,77.5946,901.36,6,0,0,40.6,0,2,0.95,High,High,2025-11-14 06:37:58
9262,273013937272,781202069899,3015,1962,IMPS,Credit,ATM,146500.85,105589.96,252090.81,Failed,"Pathak, Thaker and Goel",Gaming,12.9716,77.5946,831.15,6,1,0,29.95,2,0,0.41,Medium,Medium,2025-09-30 06:36:42
9263,436809564077,162877218200,3506,1158,Bill Payment,Credit,Hardware Token,28102.09,104996.77,133098.86000000000,Failed,Krishnamurthy-Shenoy,Shopping,13.0827,80.2707,1.82,19,1,0,1.89,0,1,0.95,High,High,2026-01-09 19:38:44
9264,132394722457,832969316313,1968,492,IMPS,Credit,Hardware Token,110182.53,453014.61,563197.14,Failed,"Oak, Kant and Raju",Shopping,28.7041,77.1025,221.28,13,1,0,39.9,3,1,0.25,Low,Low,2025-05-30 13:54:52
9265,636994400401,385276283546,3543,516,ATM,Credit,Hardware Token,64425.98,236487.17,300913.15,Success,Ramesh Inc,Travel,17.385,78.4867,148.95,6,0,0,47.61,3,1,0.65,Medium,Medium,2025-08-13 06:54:10
9266,855176534808,640164772752,483,882,NEFT,Debit,Net Banking,98373.06,148548.93,50175.870000000000,Success,Zachariah Group,Investment,12.9716,77.5946,328.24,4,1,0,38.76,1,2,0.22,Low,Low,2025-05-14 04:10:26
9267,114365186023,523906375407,586,1388,RTGS,Credit,Net Banking,63897.05,399543.42,463440.47,Success,Karpe Ltd,Gaming,17.385,78.4867,564.78,10,1,0,9.61,2,0,0.22,Low,Low,2025-12-04 10:40:29
9268,163001973608,700659966376,2394,806,NEFT,Credit,Net Banking,134018.71,231423.35,365442.06,Failed,Dugar Ltd,Utilities,19.076,72.8777,566.04,13,0,0,39.19,1,1,0.66,Medium,Medium,2025-08-29 13:12:06
9269,263565385465,338609913027,3434,1952,POS Purchase,Debit,Net Banking,86789.01,230137.23,143348.22000000000,Failed,Brar-Sawhney,Shopping,18.5204,73.8567,362.5,9,0,0,26.52,1,0,0.81,High,High,2025-12-29 09:27:56
9270,938535465073,501716898659,2656,766,RTGS,Debit,USSD,145112.82,275346.31,130233.49000000000,Success,Joshi-Wali,Gaming,18.5204,73.8567,846.8,13,0,0,16.12,1,2,0.11,Low,Low,2026-01-18 13:48:58
9271,630022252512,615920815786,1318,6,NEFT,Debit,Hardware Token,102322.4,153948.22,51625.82000000000,Success,Rattan Inc,Shopping,28.7041,77.1025,648.48,8,1,0,17.51,0,1,0.59,Medium,Medium,2025-11-19 08:46:53
9272,532567384468,267620202330,1967,1621,POS Purchase,Debit,Mobile App,46858.72,208001.02,161142.3,Success,"Rastogi, Bumb and Chana",Food,12.9716,77.5946,138.43,7,0,0,6.37,2,2,0.55,Medium,Medium,2026-04-30 07:56:15
9273,471374424180,125385974690,1273,1373,Bill Payment,Credit,Net Banking,99594.24,300263.77,399858.01,Success,Sathe Group,Healthcare,22.5726,88.3639,694.93,18,1,0,12.33,0,0,0.11,Low,Low,2025-11-18 18:52:36
9274,146908146733,696690756679,2432,1617,Bill Payment,Debit,ATM,100247.93,263160.32,162912.39,Failed,More-Munshi,Food,13.0827,80.2707,970.6,2,1,1,8.62,0,2,0.57,Medium,Medium,2025-06-23 02:42:52
9275,888050955593,389745617034,1338,66,POS Purchase,Debit,Hardware Token,95868.96,36407.76,-59461.200000000000,Success,Tank-Khurana,Food,17.385,78.4867,559.56,11,0,0,1.15,0,0,0.47,Medium,Medium,2025-11-24 11:45:59
9276,101106666078,667414002849,2599,1470,IMPS,Debit,Net Banking,141274.21,498097.06,356822.85,Success,Parikh-Deo,Utilities,17.385,78.4867,255.19,0,1,1,14.21,2,2,0.99,High,High,2026-03-30 00:13:24
9277,206317327153,228709142228,1703,1759,Bill Payment,Credit,Hardware Token,112720.68,491610.67,604331.35,Failed,Om-Raman,Investment,17.385,78.4867,799.05,2,0,1,26.78,2,1,0.54,Medium,Medium,2026-01-29 02:43:46
9278,623599743662,688271662709,1951,1623,RTGS,Credit,USSD,126248.89,301755.09,428003.98000000000,Success,Pingle LLC,Gaming,12.9716,77.5946,169.06,21,0,0,15.66,2,1,0.05,Low,Low,2026-02-06 21:38:34
9279,545221674266,842665334495,3418,336,IMPS,Debit,Net Banking,66851.76,340555.25,273703.49,Failed,Mukherjee-Sane,Food,13.0827,80.2707,355.05,0,0,1,37.12,0,1,0.15,Low,Low,2025-10-31 00:41:23
9280,917243003724,790587915675,2148,661,IMPS,Credit,USSD,54279.62,7271.29,61550.91,Failed,"Dada, Upadhyay and Apte",Food,13.0827,80.2707,870.59,18,0,0,34.55,3,2,0.34,Low,Low,2025-08-26 18:04:02
9281,190704782451,751110601079,1090,1346,UPI,Credit,Hardware Token,6173.77,351436.68,357610.45,Failed,Narula LLC,Gaming,22.5726,88.3639,22.92,2,1,1,42.86,2,2,0.02,Low,Low,2025-08-08 02:13:54
9282,895982963210,664040809607,2338,907,NEFT,Debit,USSD,76351.72,365397.71,289045.99,Success,Narasimhan Inc,Travel,19.076,72.8777,262.68,16,1,0,5.16,1,1,0.98,High,High,2026-03-12 16:22:15
9283,615920815786,571561564542,3231,1037,NEFT,Credit,ATM,41919.63,374888.78,416808.41000000000,Success,"Dutta, Gandhi and Gala",Gaming,12.9716,77.5946,263.43,5,0,0,49.66,0,1,0.06,Low,Low,2026-01-30 05:41:15
9284,278293579330,917759001480,2760,382,NEFT,Debit,Mobile App,101794.59,113671.37,11876.780000000000,Success,"Sane, Kale and Nagarajan",Travel,19.076,72.8777,484.39,3,1,1,41.22,2,2,0.34,Low,Low,2025-12-04 03:10:17
9285,680446552442,408135669972,567,1882,Bill Payment,Credit,USSD,146943.23,134916.15,281859.38,Success,Krish LLC,Shopping,18.5204,73.8567,522.02,6,1,0,21.38,3,1,0.42,Medium,Medium,2025-08-28 06:45:52
9286,291680426639,572648090453,1197,732,Bill Payment,Credit,Hardware Token,105579.37,346193.09,451772.46,Failed,Ramaswamy PLC,Food,17.385,78.4867,896.88,1,1,1,25.38,1,1,0.75,High,High,2025-06-11 01:21:23
9287,206963235584,131037396586,981,899,IMPS,Debit,Mobile App,121197.06,275147.93,153950.87,Failed,"Basak, Kannan and Desai",Gaming,19.076,72.8777,944.49,15,1,0,44.4,2,2,0.64,Medium,Medium,2025-11-18 15:03:39
9288,982513738961,723957954893,1646,166,ATM,Debit,Mobile App,67397.11,255725.67,188328.56,Failed,Salvi LLC,Gaming,28.7041,77.1025,81.13,11,1,0,39.54,3,1,0.29,Low,Low,2025-08-06 11:17:00
9289,263565385465,617910720651,2826,720,UPI,Debit,ATM,46445.56,383713.21,337267.65,Failed,Borra Ltd,Shopping,19.076,72.8777,205.55,17,1,0,3.59,0,2,0.95,High,High,2025-08-15 17:49:14
9290,492868309800,743263701442,594,852,UPI,Credit,USSD,105561.6,379144.82,484706.42000000000,Failed,"Keer, Morar and Nori",Healthcare,13.0827,80.2707,145.57,16,0,0,10.47,2,0,0.94,High,High,2025-10-01 16:10:00
9291,289818697512,441429233349,1060,442,POS Purchase,Debit,Net Banking,24960.03,262904.72,237944.69000000000,Failed,"Prabhu, Sheth and Anand",Food,28.7041,77.1025,347.06,4,1,0,36.55,0,2,0.71,High,High,2025-09-16 04:26:55
9292,718720627745,603839442717,2356,786,NEFT,Debit,USSD,35740.77,203525.79,167785.02000000000,Failed,"Dixit, Nagarajan and Bala",Travel,28.7041,77.1025,481.21,7,0,0,46.16,3,2,0.19,Low,Low,2025-11-18 07:06:36
9293,366932117406,148590703031,2489,2006,UPI,Debit,Hardware Token,104844.36,168853.13,64008.770000000000,Failed,Sane Ltd,Utilities,22.5726,88.3639,527.63,6,1,0,11.58,1,0,0.44,Medium,Medium,2025-07-18 06:30:41
9294,714859697353,508002074760,2387,1741,POS Purchase,Debit,ATM,9232.12,273370.62,264138.5,Success,"Pradhan, Maharaj and Ahuja",Healthcare,13.0827,80.2707,580.79,21,1,0,20.6,2,0,0.27,Low,Low,2025-10-10 21:36:52
9295,749625509958,268677630222,672,1598,ATM,Credit,Hardware Token,54353.23,285966.81,340320.04,Failed,Rajan-Varghese,Investment,28.7041,77.1025,249.92,8,1,0,38.21,3,0,0.0,Low,Low,2025-11-02 08:43:20
9296,752697632344,356983197505,2933,1850,RTGS,Credit,Mobile App,16910.46,412527.89,429438.35000000000,Failed,Sen-Rout,Utilities,17.385,78.4867,566.76,23,0,0,10.87,0,1,0.35,Low,Low,2025-08-01 23:47:08
9297,592401101946,106271216673,1333,534,NEFT,Debit,Hardware Token,84142.34,399957.34,315815.0,Failed,Pillai-Balakrishnan,Travel,28.7041,77.1025,683.5,13,0,0,12.14,3,2,0.49,Medium,Medium,2025-10-24 13:51:09
9298,962994777692,248391475325,2533,145,ATM,Credit,Hardware Token,4553.85,491173.04,495726.89000000000,Failed,Shanker PLC,Gaming,18.5204,73.8567,657.02,4,1,0,29.87,0,0,0.46,Medium,Medium,2025-08-27 04:01:41
9299,366932117406,229985803670,1912,56,UPI,Debit,Mobile App,73871.6,274851.36,200979.76000000000,Failed,Yadav-Pant,Healthcare,17.385,78.4867,173.61,17,1,0,21.1,2,1,0.67,Medium,Medium,2025-07-30 17:22:23
9300,926757659218,124417103425,1215,1629,POS Purchase,Debit,USSD,137861.66,56995.15,-80866.51000000000,Success,Kala LLC,Healthcare,17.385,78.4867,871.14,9,0,0,12.2,2,1,0.06,Low,Low,2026-02-12 09:44:45
9301,199320828733,425442336487,3526,119,NEFT,Credit,ATM,35462.96,389080.32,424543.28,Success,Bhardwaj-Bhatti,Investment,22.5726,88.3639,847.61,3,1,1,23.02,0,1,0.49,Medium,Medium,2026-03-22 03:44:08
9302,756178112825,215091690889,2762,78,UPI,Debit,Mobile App,114313.23,383738.33,269425.10000000000,Success,Tata LLC,Gaming,22.5726,88.3639,311.06,1,0,1,48.52,2,1,0.75,High,High,2025-09-12 01:37:08
9303,712006752901,178570360378,1773,450,POS Purchase,Debit,Mobile App,21414.08,50138.28,28724.200000000000,Success,Kata PLC,Shopping,12.9716,77.5946,183.04,3,1,1,23.32,1,1,0.1,Low,Low,2026-01-08 03:47:22
9304,752697632344,402009594489,1833,309,Bill Payment,Credit,Hardware Token,12968.73,161288.46,174257.19,Success,Mistry and Sons,Utilities,19.076,72.8777,217.22,10,1,0,49.32,3,0,0.43,Medium,Medium,2025-08-22 10:52:52
9305,242862730676,345722568425,118,1898,POS Purchase,Debit,USSD,148064.62,367046.94,218982.32,Failed,Soni and Sons,Investment,13.0827,80.2707,760.09,7,1,0,25.28,0,0,0.33,Low,Low,2026-04-13 07:26:54
9306,630237562809,938690744645,2401,735,Bill Payment,Credit,Mobile App,122894.36,93765.58,216659.94,Failed,Khatri Group,Food,13.0827,80.2707,804.0,5,0,0,28.31,3,1,0.1,Low,Low,2025-11-23 05:57:37
9307,389883535017,130271231837,493,1109,RTGS,Credit,Mobile App,131222.55,438214.73,569437.28,Success,Borra-Nazareth,Shopping,17.385,78.4867,234.45,20,1,0,23.38,2,1,0.92,High,High,2026-02-27 20:14:18
9308,522750338280,656504990007,2684,795,UPI,Credit,ATM,123305.04,6870.11,130175.15,Failed,Rao PLC,Shopping,19.076,72.8777,376.64,8,1,0,48.03,0,2,0.03,Low,Low,2026-03-21 08:52:30
9309,644498472613,255733932737,865,1902,NEFT,Credit,Mobile App,54621.6,232451.79,287073.39,Success,Venkataraman Inc,Gaming,22.5726,88.3639,10.25,19,1,0,33.89,1,2,0.88,High,High,2026-01-22 19:38:51
9310,550519969574,619689319167,1536,1540,Bill Payment,Debit,USSD,96951.44,422301.04,325349.6,Success,"Chakrabarti, Gopal and Dey",Utilities,22.5726,88.3639,229.66,23,0,0,16.14,1,1,0.35,Low,Low,2026-01-27 23:18:13
9311,358487116700,725192184703,1074,1288,NEFT,Credit,Mobile App,125154.78,349944.9,475099.68000000000,Failed,Pandit-Nadig,Food,22.5726,88.3639,252.27,23,0,0,23.7,1,1,0.01,Low,Low,2025-07-21 23:58:45
9312,667414002849,314371245639,1888,1855,POS Purchase,Debit,Mobile App,33435.48,223195.04,189759.56,Success,Saini Inc,Travel,13.0827,80.2707,115.72,17,1,0,30.66,3,2,0.41,Medium,Medium,2025-08-09 17:42:45
9313,180296684745,908961550128,1303,922,ATM,Debit,Hardware Token,143467.6,442992.46,299524.86,Failed,Bir-Tara,Healthcare,12.9716,77.5946,766.55,19,0,0,47.33,0,0,0.86,High,High,2026-02-23 19:55:18
9314,865531663270,965270126493,2939,522,ATM,Debit,USSD,32178.6,296595.17,264416.57,Failed,Oommen-Doshi,Investment,18.5204,73.8567,405.23,20,0,0,26.82,0,1,0.06,Low,Low,2025-05-15 20:05:24
9315,289572810336,381413341822,3064,417,NEFT,Credit,USSD,88648.65,483676.0,572324.65,Success,"Pal, Toor and Mall",Gaming,13.0827,80.2707,782.14,19,1,0,15.02,0,1,0.71,High,High,2025-07-13 19:23:33
9316,481438905457,162204276316,1384,1869,POS Purchase,Debit,USSD,97398.35,243246.53,145848.18,Success,Narayan-Dube,Utilities,28.7041,77.1025,501.43,15,0,0,10.81,0,1,0.76,High,High,2026-04-24 15:16:55
9317,238215973268,905841804692,3445,1654,NEFT,Credit,Hardware Token,11106.06,129226.58,140332.64,Success,Balan LLC,Healthcare,22.5726,88.3639,639.55,3,0,1,5.2,3,0,0.6,Medium,Medium,2025-05-20 03:42:23
9318,162269223172,764133338430,41,1083,Bill Payment,Credit,Mobile App,18576.05,27142.53,45718.58,Success,Kannan-Tailor,Food,28.7041,77.1025,761.56,1,1,1,48.76,2,0,0.63,Medium,Medium,2026-01-23 01:53:04
9319,369524304554,702671905525,2346,897,RTGS,Credit,Mobile App,109299.98,77207.36,186507.34,Success,Om-Gokhale,Gaming,17.385,78.4867,519.57,4,0,0,30.99,1,2,0.6,Medium,Medium,2026-03-28 04:47:41
9320,624110638259,542355004108,883,1033,POS Purchase,Credit,Hardware Token,94837.26,396642.2,491479.46,Success,Kari and Sons,Healthcare,19.076,72.8777,316.17,3,0,1,16.87,0,1,0.46,Medium,Medium,2025-10-15 03:20:34
9321,188161316069,206759190417,3292,1065,Bill Payment,Credit,USSD,123335.2,96355.93,219691.13,Failed,"Krishna, Sama and Wali",Healthcare,12.9716,77.5946,720.86,7,0,0,20.49,1,1,0.73,High,High,2026-03-24 07:52:04
